id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Session_ID,Day,Campaign_Period,Purchase
2670,29.0,1.0,6.0,743.611,45.0,2.0,0.0,morning,1.0,Desktop,Bank,Ads,9.28,5.37709307001097,1.0,,S0003914,18,False,1
2671,,0.0,2.0,540.212,23.0,4.0,1.0,morning,0.0,Mobile,PayPal,Direct,2.27,2.65599320696203,2.0,-0.986146399666088,S0003915,9,False,0
2673,26.0,0.0,4.0,52.471,48.0,2.0,7.0,evening,1.0,Mobile,Cash,Search_engine,3.01,1.16034511721767,4.0,0.224604452084145,S0003917,1,False,0
2674,57.0,0.0,1.0,146.15,25.0,1.0,4.0,evening,1.0,Tablet,PayPal,Ads,6.95,1.46259328390658,5.0,0.964971183175894,S0003918,55,False,0
2675,38.0,0.0,3.0,405.438,26.0,4.0,3.0,morning,0.0,Mobile,PayPal,Search_engine,3.01,3.75136281966985,,-0.50827860472624,S0003920,58,False,0
2676,24.0,1.0,0.0,166.126,4.0,2.0,2.0,evening,0.0,Mobile,Bank,Social_media,0.47,1.51067402186297,2.0,0.194311711018981,S0003922,60,False,0
2677,43.0,1.0,2.0,811.754,27.0,4.0,3.0,afternoon,1.0,Desktop,PayPal,Search_engine,5.08,3.94779769627365,3.0,0.89797561363391,S0003923,16,False,0
2678,24.0,1.0,2.0,364.458,39.0,0.0,5.0,evening,1.0,Desktop,Bank,Social_media,2.14,1.96545279536939,4.0,0.985126860252223,S0003924,28,True,0
2679,60.0,0.0,5.0,541.178,7.0,4.0,8.0,morning,1.0,Mobile,Credit,Ads,4.96,2.30197946188644,6.0,-0.975828825689684,S0003926,19,False,0
2680,27.0,0.0,1.0,150.477,1.0,4.0,2.0,afternoon,0.0,Tablet,PayPal,Search_engine,3.56,2.73733656617946,0.0,0.874762098567114,S0003927,31,True,1
2681,20.0,0.0,1.0,577.291,22.0,4.0,0.0,afternoon,0.0,Mobile,Cash,Direct,5.37,1.82240040732676,1.0,0.609790067819288,S0003928,67,False,0
2682,19.0,0.0,3.0,850.181,26.0,4.0,8.0,afternoon,0.0,Mobile,Bank,Email,8.37,3.5622686841386,2.0,-0.108175875753212,S0003929,33,True,0
2683,,1.0,5.0,207.0,42.0,1.0,2.0,afternoon,0.0,Desktop,Bank,Email,5.01,1.02905907641884,3.0,-0.875452174688429,S0003930,35,True,1
2684,52.0,1.0,3.0,975.951,70.0,1.0,4.0,afternoon,0.0,Mobile,PayPal,Ads,7.3,3.17283785803026,4.0,-0.725957000444337,S0003931,21,False,0
2685,19.0,0.0,6.0,546.929,6.0,0.0,1.0,morning,0.0,Mobile,Cash,Email,5.24,2.05811815283768,0.0,-0.857804174861111,S0003934,44,True,1
2686,49.0,1.0,2.0,973.593,40.0,2.0,2.0,evening,0.0,Desktop,PayPal,Search_engine,3.07,5.32394559085737,1.0,-0.629900340114775,S0003935,9,False,1
2687,20.0,0.0,4.0,157.857,4.0,4.0,3.0,afternoon,0.0,Mobile,Bank,Social_media,4.23,0.287747432735804,2.0,0.609115329298443,S0003936,44,True,0
2688,,1.0,3.0,483.121,49.0,3.0,0.0,afternoon,0.0,Mobile,Bank,Social_media,7.12,0.784296634923158,3.0,0.990695881506505,S0003937,63,False,1
2689,22.0,1.0,1.0,269.84,35.0,0.0,5.0,afternoon,0.0,Mobile,Credit,Email,10.18,1.76968603187191,1.0,0.657014842464932,S0003942,50,True,0
2690,23.0,1.0,5.0,606.085,22.0,2.0,0.0,morning,1.0,Mobile,PayPal,Search_engine,1.67,5.0620795762212,3.0,0.774630300111546,S0003944,53,False,1
2691,36.0,0.0,3.0,98.254,16.0,4.0,2.0,evening,1.0,Mobile,Bank,Social_media,5.28,0.209669880602386,4.0,-0.734296497290472,S0003945,14,False,1
2692,20.0,1.0,3.0,234.015,11.0,4.0,2.0,afternoon,0.0,Tablet,Cash,Ads,9.01,0.271955969589195,5.0,0.420923096499001,S0003946,30,True,1
2693,,0.0,2.0,344.081,11.0,0.0,6.0,evening,0.0,Tablet,Credit,Direct,11.22,2.68804573484343,6.0,0.262927477695678,S0003947,24,False,0
2694,,1.0,0.0,,43.0,2.0,8.0,afternoon,0.0,Mobile,Bank,Direct,3.69,4.35241072411736,0.0,0.815682550435983,S0003948,46,True,0
2695,35.0,0.0,3.0,748.187,23.0,3.0,4.0,afternoon,0.0,Desktop,PayPal,Social_media,4.92,4.89222599838321,1.0,-0.663315024344124,S0003949,44,True,0
2696,18.0,1.0,5.0,183.677,32.0,2.0,6.0,evening,0.0,Desktop,Cash,Email,3.16,0.312961840434252,2.0,-0.702923744380739,S0003950,5,False,0
2697,,1.0,5.0,622.219,43.0,3.0,1.0,afternoon,0.0,Desktop,Bank,Search_engine,2.0,2.52695362331044,3.0,-0.0102028557096087,S0003951,9,False,0
2698,,1.0,1.0,695.207,1.0,1.0,4.0,afternoon,0.0,Mobile,Credit,Social_media,6.97,2.17000261797771,4.0,0.797716671801316,S0003952,36,True,0
2699,,0.0,2.0,416.851,40.0,3.0,4.0,evening,1.0,Mobile,Cash,Ads,2.88,3.48023317016889,5.0,-0.919670396712885,S0003953,13,False,0
2700,22.0,0.0,2.0,926.099,50.0,1.0,1.0,evening,0.0,Mobile,Bank,Social_media,3.53,0.736049352083889,6.0,0.926296484258421,S0003954,53,False,1
2701,,0.0,3.0,351.465,21.0,1.0,1.0,,1.0,Mobile,Credit,Search_engine,2.21,4.69737023908049,1.0,0.625894090876274,S0003956,28,True,1
2702,20.0,1.0,4.0,204.785,,3.0,9.0,morning,0.0,Desktop,Cash,Social_media,4.96,0.695389629111527,2.0,,S0003957,41,True,0
2704,22.0,0.0,5.0,480.271,38.0,3.0,5.0,evening,0.0,Mobile,Credit,Ads,9.87,3.17172931686481,4.0,0.999762055053599,S0003959,22,False,0
2705,23.0,0.0,6.0,7765.67112915666,30.0,2.0,7.0,afternoon,0.0,Tablet,Cash,Social_media,5.57,3.09020660990199,5.0,-0.845064436463716,S0003960,44,True,0
2706,29.0,0.0,2.0,80.306,,0.0,5.0,afternoon,1.0,Mobile,Bank,Direct,5.42,4.03303187467949,6.0,-0.96867830760744,S0003961,49,True,0
2707,21.0,0.0,2.0,94.942,19.0,0.0,3.0,morning,1.0,Mobile,Cash,Social_media,12.81,2.17523172356928,0.0,-0.846102268558966,S0003962,32,True,1
2708,22.0,,6.0,413.982,34.0,3.0,14.0,morning,1.0,Mobile,PayPal,Social_media,10.15,0.747652613513905,2.0,-0.845687148133477,S0003964,14,False,0
2709,24.0,0.0,3.0,630.118,2.0,4.0,1.0,evening,,Desktop,Credit,Ads,9.71,1.96627412369466,4.0,-0.434097630911186,S0003966,7,False,0
2710,23.0,1.0,6.0,638.333,30.0,,6.0,afternoon,1.0,Mobile,Bank,,7.64,1.11783209561907,5.0,-0.786687757690058,S0003967,8,False,0
2711,29.0,0.0,1.0,929.075,28.0,4.0,0.0,evening,0.0,Tablet,Cash,Social_media,8.68,2.5299872090438,6.0,0.975678511174596,S0003968,29,True,0
2712,29.0,0.0,6.0,416.771,,4.0,2.0,evening,1.0,Mobile,Bank,Email,6.52,2.45432331654219,0.0,-0.917916025184057,S0003969,7,False,0
2713,42.0,0.0,,982.065,20.0,4.0,10.0,morning,0.0,Mobile,Cash,Direct,5.62,2.45095756402484,1.0,-0.913616317358403,S0003970,59,False,0
2714,27.0,1.0,2.0,388.799,30.0,1.0,6.0,afternoon,0.0,Mobile,Cash,Email,7.86,0.369978647775598,,0.381301850609618,S0003971,2,False,0
2715,34.0,0.0,1.0,800.417,44.0,4.0,5.0,evening,1.0,Mobile,PayPal,Email,6.62,3.23942574345121,3.0,0.46648608976924,S0003972,4,False,0
2716,45.0,0.0,3.0,963.458,4.0,1.0,4.0,evening,0.0,Desktop,Credit,Email,5.3,1.40463936813727,4.0,-0.118093108979809,S0003973,67,False,0
2717,39.0,0.0,5.0,329.069,6.0,1.0,4.0,evening,0.0,Tablet,Bank,Social_media,5.82,3.47331366894541,6.0,-0.537900644197264,S0003975,58,False,1
2718,,0.0,4.0,397.461,46.0,4.0,5.0,evening,1.0,Tablet,Credit,Ads,2.09,2.06780393256057,2.0,-0.0898965675001318,S0003978,35,True,0
2719,29.0,1.0,3.0,,41.0,0.0,2.0,evening,1.0,Mobile,Cash,Social_media,9.23,1.00753749118943,5.0,0.987111918838531,S0003981,47,True,1
2720,28.0,0.0,1.0,567.621,,4.0,7.0,evening,0.0,Desktop,Credit,Social_media,4.21,0.131833474640173,6.0,0.11829580880302,S0003982,3,False,0
2721,27.0,1.0,2.0,33.356,49.0,2.0,5.0,evening,1.0,Desktop,Credit,Social_media,5.7,0.491249893052004,2.0,0.960413160385881,S0003985,58,False,0
2722,36.0,0.0,0.0,118.145,17.0,3.0,2.0,evening,0.0,Tablet,PayPal,Ads,6.68,4.32805402056902,3.0,0.276764844682913,S0003986,11,False,0
2723,27.0,0.0,1.0,252.997,48.0,2.0,4.0,evening,1.0,Mobile,Bank,Ads,0.64,0.716703787691222,5.0,0.996658038195997,S0003988,69,False,0
2724,43.0,1.0,6.0,874.008,7.0,1.0,4.0,morning,1.0,Mobile,Credit,Direct,3.94,3.68674653041387,0.0,-0.990398482900978,S0003990,51,False,0
2725,,1.0,1.0,685.73,37.0,0.0,6.0,afternoon,0.0,Desktop,Credit,Direct,1.58,2.25761693122735,1.0,0.386652736052292,S0003991,18,False,0
2726,,1.0,3.0,274.048,7.0,2.0,4.0,morning,0.0,Desktop,PayPal,Direct,,3.03997422150705,2.0,0.464503947540679,S0003992,4,False,1
2727,23.0,0.0,3.0,247.062,41.0,2.0,7.0,evening,1.0,Tablet,PayPal,Ads,6.52,3.70528832270395,3.0,0.916521767497356,S0003993,56,False,0
2728,,1.0,4.0,968.462,38.0,4.0,6.0,evening,1.0,Mobile,Bank,Search_engine,7.59,4.6275640857317,4.0,-0.386071717681648,S0003994,31,True,0
2729,26.0,0.0,3.0,746.664,0.0,3.0,4.0,evening,,Mobile,PayPal,Direct,6.31,3.82364571784442,5.0,-0.597699710475216,S0003995,27,True,0
2730,20.0,0.0,3.0,289.644,15.0,1.0,5.0,morning,0.0,Mobile,Bank,Direct,8.18,4.24186769876193,6.0,-0.374048017697849,S0003996,1,False,0
2731,27.0,1.0,3.0,484.836,15.0,2.0,2.0,afternoon,0.0,Desktop,PayPal,Search_engine,3.19,0.465751715505699,0.0,0.973255428297144,S0003997,18,False,1
2732,32.0,1.0,,937.034,36.0,3.0,5.0,morning,1.0,Desktop,Bank,Search_engine,7.8,0.671410676383544,1.0,0.975642404792366,S0003998,36,True,0
2733,27.0,1.0,1.0,355.478,35.0,3.0,3.0,evening,0.0,Tablet,Cash,Email,4.02,3.47741343588193,3.0,,S0004000,46,True,0
2734,21.0,1.0,3.0,97.867,42.0,3.0,1.0,morning,0.0,Desktop,Credit,Direct,7.79,1.69679754324596,4.0,-0.748720486177599,S0004001,36,True,1
2735,29.0,0.0,3.0,226.54,21.0,2.0,2.0,evening,0.0,Mobile,PayPal,Search_engine,9.79,1.0482889373008,6.0,0.019183764343502,S0004003,26,True,0
2736,,1.0,2.0,887.234,30.0,0.0,2.0,afternoon,0.0,Desktop,PayPal,Ads,2.51,1.51067402186297,0.0,-0.827536127735047,S0004004,46,True,0
2737,45.0,1.0,3.0,461.596,50.0,0.0,9.0,evening,0.0,Mobile,Cash,Email,0.0,5.05488999828281,1.0,0.489469239987109,S0004005,30,True,0
2738,25.0,0.0,1.0,414.644,27.0,1.0,1.0,morning,1.0,Mobile,Credit,Search_engine,4.66,1.91988795320428,2.0,-0.864738374592984,S0004006,7,False,0
2739,36.0,1.0,3.0,523.572,12.0,3.0,2.0,afternoon,1.0,Mobile,PayPal,Search_engine,,2.81867819962159,3.0,-0.726352029953586,S0004007,51,False,0
2740,21.0,0.0,2.0,415.345,41.0,1.0,1.0,morning,1.0,Desktop,Bank,Email,9.91,3.94484465692045,,-0.883636532823495,S0004009,64,False,1
2742,18.0,0.0,4.0,977.45,5.0,0.0,3.0,morning,0.0,Mobile,PayPal,Search_engine,9.81,2.98768227797006,0.0,-0.780648419798339,S0004011,11,False,0
2743,54.0,0.0,2.0,868.065,,0.0,5.0,evening,0.0,Mobile,Cash,Search_engine,,0.635610766069589,2.0,-0.892087253762051,S0004013,32,True,0
2744,35.0,1.0,0.0,947.105,5.0,4.0,2.0,morning,1.0,Mobile,Cash,Search_engine,4.02,4.07758742026093,3.0,0.71044523541483,S0004014,6,False,0
2745,45.0,1.0,2.0,162.872,23.0,3.0,0.0,afternoon,1.0,Mobile,Cash,Email,2.8,1.53171729602855,4.0,0.367513050157678,S0004015,28,True,1
2746,44.0,1.0,2.0,110.593,14.0,4.0,1.0,evening,0.0,Tablet,Cash,Direct,3.73,0.539020664239408,1.0,-0.138681328050197,S0004019,69,False,1
2747,26.0,0.0,4.0,304.43,49.0,2.0,4.0,morning,1.0,Desktop,Bank,Search_engine,3.25,1.26166378530471,2.0,-0.933772852116566,S0004020,62,False,0
2748,61.0,0.0,3.0,690.781,0.0,3.0,2.0,evening,1.0,Desktop,Bank,Social_media,3.57,1.38059129029445,4.0,0.626933126507892,S0004022,60,False,0
2749,19.0,1.0,1.0,180.773,4.0,3.0,2.0,afternoon,0.0,Mobile,PayPal,Search_engine,0.0,4.28468071363847,5.0,-0.579541925280078,S0004023,6,False,0
2750,25.0,0.0,4.0,546.268,45.0,4.0,3.0,evening,0.0,Mobile,Cash,Search_engine,3.49,2.19285714294008,6.0,-0.876095979116909,S0004024,66,False,0
2751,39.0,0.0,2.0,610.565,44.0,1.0,2.0,afternoon,1.0,Mobile,Bank,Direct,5.38,2.72347439322664,3.0,0.594980519933209,S0004028,14,False,0
2752,18.0,0.0,3.0,210.832,42.0,4.0,3.0,evening,0.0,Desktop,Cash,Ads,10.13,3.69591609476087,5.0,-0.753573726965846,S0004030,66,False,0
2753,39.0,0.0,1.0,,18.0,0.0,5.0,evening,,Mobile,Cash,Email,1.4,2.0621899346066,6.0,0.419275638615045,S0004031,39,True,0
2754,18.0,1.0,4.0,992.419,41.0,1.0,6.0,morning,1.0,Desktop,Bank,Ads,8.89,2.29491690361559,0.0,-0.987776129091692,S0004032,53,False,0
2755,33.0,1.0,4.0,496.561,8.0,4.0,0.0,evening,1.0,Mobile,Cash,Social_media,10.13,1.79844386755424,2.0,0.634693370875445,S0004034,3,False,1
2756,41.0,0.0,7.0,491.41,2.0,4.0,7.0,afternoon,1.0,Mobile,Credit,Email,12.32,0.4969813299576,3.0,0.827015706672997,S0004035,64,False,0
2757,24.0,0.0,5.0,584.413,29.0,0.0,0.0,evening,1.0,Tablet,Cash,Ads,11.29,,4.0,0.868149922362954,S0004036,21,False,1
2758,28.0,1.0,3.0,47.743,14.0,0.0,4.0,evening,1.0,Mobile,Cash,Social_media,8.2,3.81624748712917,5.0,0.469923194491616,S0004037,43,True,1
2759,25.0,1.0,4.0,281.505,2.0,1.0,8.0,evening,1.0,Desktop,PayPal,Search_engine,0.0,0.418059733897056,6.0,0.0687423453882231,S0004038,56,False,0
2760,46.0,0.0,0.0,233.545,32.0,0.0,2.0,afternoon,1.0,,Bank,Search_engine,3.17,0.410454182291867,0.0,0.397097012366248,S0004039,23,False,1
2761,18.0,0.0,0.0,506.907,11.0,0.0,5.0,morning,,Desktop,Cash,Search_engine,5.38,1.3188424000391,1.0,0.112594610859693,S0004040,26,True,0
2762,29.0,1.0,1.0,261.751,41.0,3.0,4.0,evening,1.0,Desktop,Bank,Search_engine,3.5,0.91836519937704,2.0,0.919277533874535,S0004041,66,False,0
2763,20.0,1.0,1.0,485.899,42.0,0.0,2.0,evening,0.0,,Bank,Email,0.9,0.440806650375572,3.0,0.958000087616556,S0004042,62,False,0
2764,47.0,0.0,3.0,765.232,5.0,3.0,6.0,evening,1.0,Mobile,Bank,Social_media,8.05,3.19144657562434,4.0,-0.994864631458591,S0004043,29,True,0
2765,65.0,1.0,1.0,21.852,27.0,,5.0,morning,0.0,Desktop,Credit,Ads,3.55,0.651961862856745,5.0,0.937020590474693,S0004044,17,False,0
2766,22.0,1.0,5.0,374.624,10.0,0.0,6.0,evening,1.0,Mobile,PayPal,Email,2.45,2.49812283771238,6.0,0.92411160741979,S0004045,43,True,0
2767,43.0,0.0,2.0,560.206,44.0,0.0,2.0,afternoon,0.0,Tablet,Bank,Search_engine,11.72,0.750287346006902,0.0,-0.289180815545892,S0004046,10,False,1
2768,22.0,0.0,1.0,657.664,42.0,,4.0,evening,0.0,Mobile,Cash,Email,6.04,1.30812417230538,1.0,-0.917688556318279,S0004047,32,True,0
2770,26.0,1.0,3.0,744.835,48.0,1.0,6.0,afternoon,0.0,Mobile,PayPal,Search_engine,5.38,4.60459377086953,3.0,-0.513293238434166,S0004049,17,False,0
2771,,0.0,3.0,36.811,37.0,2.0,0.0,evening,0.0,Desktop,Cash,Email,11.81,2.53929986388692,6.0,0.889631260764364,S0004052,40,True,1
2773,18.0,1.0,3.0,699.076,44.0,3.0,6.0,afternoon,0.0,Desktop,Credit,Ads,8.41,2.10716742890223,3.0,0.907982498893519,S0004056,25,True,0
2774,31.0,1.0,2.0,74.931,20.0,0.0,1.0,morning,1.0,Mobile,Credit,Social_media,3.78,1.89490509428602,5.0,-0.852756695497969,S0004058,19,False,1
2775,24.0,1.0,4.0,834.272,18.0,1.0,5.0,morning,1.0,Mobile,Bank,Direct,8.6,0.113525689017548,6.0,0.700034180068322,S0004059,32,True,0
2776,,1.0,4.0,20.896,13.0,3.0,2.0,morning,0.0,Tablet,PayPal,Social_media,4.49,4.01504569191449,1.0,0.917157715001809,S0004061,12,False,1
2777,65.0,0.0,2.0,838.585,2.0,4.0,3.0,evening,0.0,Desktop,Bank,Social_media,3.67,0.811075765719018,3.0,,S0004063,52,False,0
2778,,0.0,4.0,991.748,17.0,0.0,6.0,afternoon,0.0,Desktop,Bank,Social_media,1.54,3.56700835854773,4.0,-0.992899369264156,S0004064,11,False,0
2779,56.0,0.0,5.0,826.782,25.0,1.0,7.0,afternoon,0.0,Mobile,Bank,Email,2.67,1.1448805821954,5.0,0.92894632011453,S0004065,18,False,0
2780,48.0,0.0,6.0,532.505,50.0,0.0,2.0,evening,0.0,Desktop,Bank,Social_media,0.98,1.67858538634963,6.0,-0.965998332685662,S0004066,18,False,1
2781,22.0,1.0,2.0,,37.0,2.0,2.0,morning,1.0,Desktop,Cash,Ads,6.06,4.13657782828608,0.0,-0.0615174202797395,S0004067,42,True,1
2782,22.0,0.0,6.0,160.257,18.0,0.0,0.0,morning,1.0,Mobile,Credit,Search_engine,0.92,1.60392943222554,1.0,0.498277804148075,S0004068,14,False,1
2783,44.0,1.0,4.0,851.485,34.0,1.0,6.0,evening,1.0,Mobile,Credit,Social_media,2.5,0.956543109172724,2.0,-0.179848480872956,S0004069,13,False,0
2784,26.0,1.0,2.0,982.178,3.0,3.0,3.0,evening,0.0,Desktop,Cash,Social_media,2.73,0.774240202181578,4.0,-0.916150700511714,S0004071,12,False,0
2785,20.0,0.0,0.0,817.777,9.0,4.0,4.0,afternoon,0.0,Desktop,Bank,Ads,1.85,3.82066270649167,6.0,0.992683849235935,S0004073,11,False,0
2786,49.0,0.0,1.0,793.325,39.0,2.0,0.0,evening,0.0,Mobile,Cash,Email,4.27,,0.0,0.0911871141377326,S0004074,7,False,0
2787,19.0,0.0,4.0,275.418,46.0,3.0,2.0,morning,0.0,Desktop,Bank,Ads,5.73,1.05652950989295,1.0,0.395822444132917,S0004075,49,True,1
2788,40.0,0.0,2.0,357.675,10.0,2.0,10.0,afternoon,0.0,Tablet,PayPal,Ads,3.49,3.26056986505539,2.0,0.852775880379848,S0004076,28,True,0
2789,53.0,1.0,7.0,367.15,7.0,4.0,10.0,morning,0.0,Mobile,PayPal,Email,7.11,0.329583686600433,3.0,0.999732512871787,S0004077,20,False,0
2790,,0.0,3.0,947.846,26.0,3.0,1.0,evening,0.0,Mobile,Cash,Search_engine,1.41,0.185389159529185,5.0,0.680880364628755,S0004079,55,False,0
2791,20.0,1.0,1.0,38.869,45.0,1.0,1.0,morning,0.0,Desktop,Credit,Direct,1.31,2.35975340886461,6.0,0.83172289943736,S0004080,56,False,0
2792,19.0,1.0,3.0,708.235,3.0,4.0,3.0,afternoon,1.0,Mobile,Cash,Search_engine,3.05,2.9531416084755,1.0,0.997076775127889,S0004082,31,True,0
2793,31.0,0.0,5.0,640.017,22.0,2.0,2.0,evening,0.0,Desktop,Credit,Search_engine,9.91,4.61677336719827,2.0,-0.840919877435114,S0004083,19,False,1
2794,31.0,0.0,2.0,186.959,33.0,,9.0,evening,0.0,Mobile,PayPal,Social_media,0.32,4.57017031222983,3.0,-0.820241539648882,S0004084,49,True,0
2795,23.0,1.0,0.0,3657.11808601008,46.0,4.0,5.0,evening,1.0,Mobile,Cash,Ads,10.13,2.01714172501246,4.0,-0.942414442409471,S0004085,39,True,0
2796,26.0,0.0,2.0,576.938,29.0,4.0,2.0,afternoon,1.0,Desktop,Credit,Direct,1.45,1.68556724176472,5.0,0.594130765930489,S0004086,62,False,0
2797,18.0,0.0,4.0,233.606,19.0,4.0,5.0,evening,0.0,Tablet,Credit,Social_media,4.14,3.75563723985388,0.0,0.40020496923251,S0004088,5,False,0
2798,21.0,0.0,3.0,939.313,5.0,0.0,,evening,1.0,Desktop,Credit,Social_media,12.45,1.1332157774801,2.0,0.940132730918571,S0004090,1,False,0
2799,26.0,0.0,4.0,28.48,28.0,0.0,2.0,morning,0.0,Desktop,Credit,Social_media,6.99,0.167852669095886,4.0,0.999934725166988,S0004092,69,False,1
2800,62.0,0.0,0.0,,4.0,3.0,11.0,afternoon,0.0,Mobile,Bank,Direct,0.62,1.339146568668,5.0,0.9896819128188,S0004093,65,False,0
2801,26.0,1.0,6.0,778.018,8.0,1.0,3.0,evening,1.0,Mobile,PayPal,Direct,2.29,1.15526422421439,6.0,,S0004094,41,True,1
2802,25.0,0.0,1.0,824.266,12.0,0.0,1.0,evening,0.0,Tablet,PayPal,Ads,4.82,3.05793203362479,0.0,0.971465699665431,S0004095,36,True,0
2803,24.0,0.0,5.0,390.025,14.0,0.0,5.0,afternoon,0.0,Desktop,Cash,Search_engine,0.0,1.0217659978111,1.0,0.317501054970506,S0004096,40,True,0
2804,21.0,0.0,3.0,843.979,24.0,4.0,9.0,afternoon,0.0,Desktop,Credit,Direct,0.0,1.74170416627529,2.0,0.233978316417883,S0004097,10,False,0
2805,32.0,0.0,2.0,373.212,26.0,3.0,0.0,evening,0.0,Tablet,Credit,Ads,8.14,2.76488569082349,3.0,0.951214458291955,S0004098,31,True,1
2806,18.0,0.0,3.0,960.299,17.0,2.0,6.0,morning,0.0,Mobile,Bank,Social_media,4.79,0.580568055425096,4.0,0.0570995933986443,S0004099,37,True,0
2807,,1.0,5.0,576.994,9.0,0.0,2.0,,0.0,Tablet,PayPal,Email,1.25,0.279720604917318,5.0,0.596630366275886,S0004100,40,True,1
2808,20.0,1.0,2.0,397.814,26.0,1.0,2.0,evening,1.0,Mobile,Bank,Email,1.33,2.25927530726982,6.0,-0.109409737010966,S0004101,70,False,1
2809,28.0,0.0,0.0,579.549,12.0,4.0,1.0,morning,0.0,Tablet,Bank,Social_media,4.07,2.08176266860419,0.0,0.704160503931638,S0004102,6,False,0
2810,18.0,0.0,4.0,70.604,0.0,1.0,2.0,afternoon,1.0,Tablet,Cash,Direct,3.14,1.97321945480319,4.0,-0.703884713645958,S0004106,67,False,1
2811,,1.0,1.0,833.738,6.0,0.0,5.0,afternoon,0.0,Tablet,PayPal,Search_engine,10.74,0.808847713859578,6.0,0.720908285002901,S0004108,50,True,0
2812,20.0,1.0,2.0,873.199,43.0,2.0,1.0,afternoon,1.0,Desktop,Bank,Direct,9.64,3.9122793025774,1.0,-0.983187229855192,S0004110,21,False,1
2813,25.0,0.0,5.0,289.251,28.0,2.0,4.0,morning,1.0,Desktop,Bank,Direct,,5.0722874429822,2.0,-0.353712039398708,S0004111,30,True,1
2814,26.0,1.0,2.0,272.893,47.0,2.0,6.0,evening,0.0,Desktop,PayPal,Email,8.95,2.01424697112094,3.0,0.520333166439843,S0004112,36,True,0
2815,44.0,1.0,3.0,998.334,26.0,0.0,1.0,,0.0,Mobile,PayPal,Social_media,3.06,1.1749686836712,4.0,-0.884615005035258,S0004113,28,True,0
2816,19.0,0.0,3.0,309.705,32.0,3.0,,afternoon,0.0,Mobile,Bank,Email,6.98,3.32956326864806,5.0,-0.997342058475799,S0004114,53,False,0
2817,33.0,1.0,3.0,266.809,42.0,3.0,3.0,evening,0.0,Mobile,Cash,Search_engine,2.28,2.65227113110092,6.0,0.774067616373321,S0004115,4,False,0
2818,25.0,1.0,1.0,783.607,5.0,1.0,4.0,morning,0.0,Desktop,PayPal,Direct,4.35,1.29426524652191,0.0,-0.433681890953447,S0004116,25,True,0
2819,28.0,0.0,3.0,457.403,44.0,4.0,1.0,morning,1.0,Mobile,Cash,Email,1.17,2.43718272701668,1.0,0.274948895647188,S0004117,63,False,0
2820,24.0,1.0,2.0,357.107,36.0,1.0,3.0,morning,0.0,Desktop,PayPal,Email,5.13,4.06339919921631,2.0,0.835873331601919,S0004118,40,True,1
2821,32.0,0.0,2.0,169.488,12.0,1.0,4.0,evening,1.0,Desktop,PayPal,Direct,4.51,2.03425196282264,3.0,0.0087778480423705,S0004119,65,False,0
2822,26.0,1.0,4.0,209.57,1.0,1.0,,morning,0.0,Mobile,Cash,Direct,5.72,4.83392905288885,4.0,-0.797773093177945,S0004120,21,False,1
2823,65.0,1.0,3.0,67.582,46.0,1.0,1.0,evening,0.0,Desktop,Cash,Email,7.0,3.04779131827056,5.0,-0.575293478731353,S0004121,20,False,1
2824,21.0,0.0,5.0,433.699,37.0,4.0,11.0,morning,0.0,Tablet,PayPal,Direct,1.78,4.33642799941783,6.0,-0.861568978045014,S0004122,69,False,0
2825,18.0,1.0,3.0,48.633,1.0,1.0,2.0,afternoon,0.0,Mobile,Credit,Ads,2.88,1.33630418887605,,0.425721697333188,S0004123,45,True,1
2826,29.0,0.0,5.0,672.013,19.0,4.0,1.0,evening,0.0,Desktop,PayPal,Email,4.71,3.55330014883257,2.0,-0.357001873423146,S0004125,68,False,1
2827,18.0,1.0,3.0,426.03,39.0,1.0,2.0,morning,,,Bank,Social_media,9.73,0.691141370348013,5.0,-0.99434608666779,S0004128,3,False,1
2828,33.0,1.0,2.0,184.521,18.0,1.0,4.0,afternoon,1.0,Mobile,PayPal,Email,11.58,0.493447393313069,6.0,-0.735489389714429,S0004129,39,True,1
2829,20.0,1.0,2.0,610.308,5.0,4.0,10.0,evening,0.0,Desktop,Bank,Search_engine,4.82,2.57952764960726,0.0,0.606395109043117,S0004130,17,False,0
2830,30.0,0.0,3.0,580.162,0.0,1.0,2.0,morning,0.0,Desktop,Credit,Direct,11.21,0.124294041791746,1.0,0.727928368688132,S0004131,56,False,1
2831,24.0,0.0,2.0,,42.0,4.0,4.0,evening,0.0,Mobile,Cash,Email,1.43,2.87800560607819,3.0,0.952991989459404,S0004133,20,False,0
2832,24.0,0.0,1.0,594.207,50.0,3.0,,afternoon,1.0,Desktop,PayPal,Email,0.0,2.07976032937349,4.0,0.999693062436494,S0004134,25,True,0
2833,25.0,0.0,2.0,111.499,16.0,1.0,0.0,morning,1.0,Mobile,Credit,Social_media,,4.16177295457863,5.0,-0.088679773895212,S0004135,10,False,1
2834,34.0,1.0,0.0,557.582,16.0,3.0,1.0,evening,1.0,Desktop,PayPal,Ads,4.51,2.79451029303419,0.0,-0.425169148331848,S0004137,66,False,0
